city,country,date,temp_max,temp_min,precip_sum,precip_prob_max,weather_code,extracted_at
Johor Bahru,Malaysia,2026-04-01,32.9,25.4,8.5,98,96,2026-04-02T15:44:35.760096+00:00
Johor Bahru,Malaysia,2026-04-02,31.6,24.9,2.7,43,95,2026-04-02T15:44:35.760096+00:00
Johor Bahru,Malaysia,2026-04-03,33.6,24.9,0.0,8,3,2026-04-02T15:44:35.760096+00:00
Johor Bahru,Malaysia,2026-04-04,32.9,25.1,0.5,16,80,2026-04-02T15:44:35.760096+00:00
Johor Bahru,Malaysia,2026-04-05,33.6,25.5,3.8,48,95,2026-04-02T15:44:35.760096+00:00
Johor Bahru,Malaysia,2026-04-06,32.8,25.5,3.0,53,80,2026-04-02T15:44:35.760096+00:00
Johor Bahru,Malaysia,2026-04-07,31.7,25.2,8.7,53,95,2026-04-02T15:44:35.760096+00:00
Johor Bahru,Malaysia,2026-04-08,33.0,25.8,7.8,55,95,2026-04-02T15:44:35.760096+00:00
Bangkok,Thailand,2026-04-01,34.6,26.5,0.1,13,2,2026-04-02T15:44:35.760096+00:00
Bangkok,Thailand,2026-04-02,34.6,27.7,0.0,13,2,2026-04-02T15:44:35.760096+00:00
Bangkok,Thailand,2026-04-03,33.9,27.6,0.0,5,2,2026-04-02T15:44:35.760096+00:00
Bangkok,Thailand,2026-04-04,33.6,27.4,0.0,0,3,2026-04-02T15:44:35.760096+00:00
Bangkok,Thailand,2026-04-05,35.4,27.3,0.0,0,2,2026-04-02T15:44:35.760096+00:00
Bangkok,Thailand,2026-04-06,36.6,27.7,0.0,0,2,2026-04-02T15:44:35.760096+00:00
Bangkok,Thailand,2026-04-07,37.1,27.6,0.0,0,2,2026-04-02T15:44:35.760096+00:00
Bangkok,Thailand,2026-04-08,36.3,27.2,0.0,0,2,2026-04-02T15:44:35.760096+00:00
Chiang Mai,Thailand,2026-04-01,37.6,24.3,0.0,0,3,2026-04-02T15:44:35.760096+00:00
Chiang Mai,Thailand,2026-04-02,37.9,25.0,0.0,0,3,2026-04-02T15:44:35.760096+00:00
Chiang Mai,Thailand,2026-04-03,38.5,24.4,0.0,0,3,2026-04-02T15:44:35.760096+00:00
Chiang Mai,Thailand,2026-04-04,39.1,25.5,0.0,0,3,2026-04-02T15:44:35.760096+00:00
Chiang Mai,Thailand,2026-04-05,38.9,25.8,0.0,0,3,2026-04-02T15:44:35.760096+00:00
Chiang Mai,Thailand,2026-04-06,38.9,25.1,0.0,0,2,2026-04-02T15:44:35.760096+00:00
Chiang Mai,Thailand,2026-04-07,39.5,24.9,0.0,0,2,2026-04-02T15:44:35.760096+00:00
Chiang Mai,Thailand,2026-04-08,39.8,26.6,0.0,3,2,2026-04-02T15:44:35.760096+00:00
Phuket,Thailand,2026-04-01,30.4,27.9,8.1,43,96,2026-04-02T15:44:35.760096+00:00
Phuket,Thailand,2026-04-02,31.4,27.9,4.8,60,96,2026-04-02T15:44:35.760096+00:00
Phuket,Thailand,2026-04-03,30.9,28.0,0.6,38,80,2026-04-02T15:44:35.760096+00:00
Phuket,Thailand,2026-04-04,30.1,29.1,0.0,5,2,2026-04-02T15:44:35.760096+00:00
Phuket,Thailand,2026-04-05,30.1,29.3,0.1,25,2,2026-04-02T15:44:35.760096+00:00
Phuket,Thailand,2026-04-06,29.9,28.6,1.6,43,2,2026-04-02T15:44:35.760096+00:00
Phuket,Thailand,2026-04-07,29.8,28.3,1.6,31,80,2026-04-02T15:44:35.760096+00:00
Phuket,Thailand,2026-04-08,30.0,29.2,0.6,33,2,2026-04-02T15:44:35.760096+00:00
Hanoi,Vietnam,2026-04-01,25.6,22.6,12.7,88,95,2026-04-02T15:44:35.760096+00:00
Hanoi,Vietnam,2026-04-02,29.8,22.0,0.0,8,3,2026-04-02T15:44:35.760096+00:00
Hanoi,Vietnam,2026-04-03,32.7,23.6,0.0,5,2,2026-04-02T15:44:35.760096+00:00
Hanoi,Vietnam,2026-04-04,30.3,24.9,0.3,13,3,2026-04-02T15:44:35.760096+00:00
Hanoi,Vietnam,2026-04-05,34.5,23.9,0.0,3,3,2026-04-02T15:44:35.760096+00:00
Hanoi,Vietnam,2026-04-06,38.7,24.9,0.0,0,45,2026-04-02T15:44:35.760096+00:00
Hanoi,Vietnam,2026-04-07,38.7,25.5,0.4,7,80,2026-04-02T15:44:35.760096+00:00
Hanoi,Vietnam,2026-04-08,36.6,25.8,0.2,10,3,2026-04-02T15:44:35.760096+00:00
Ho Chi Minh City,Vietnam,2026-04-01,34.4,24.9,0.0,0,3,2026-04-02T15:44:35.760096+00:00
Ho Chi Minh City,Vietnam,2026-04-02,34.9,24.7,0.0,0,3,2026-04-02T15:44:35.760096+00:00
Ho Chi Minh City,Vietnam,2026-04-03,34.7,24.3,0.0,0,3,2026-04-02T15:44:35.760096+00:00
Ho Chi Minh City,Vietnam,2026-04-04,36.3,24.1,0.0,0,2,2026-04-02T15:44:35.760096+00:00
Ho Chi Minh City,Vietnam,2026-04-05,36.3,25.2,0.0,0,2,2026-04-02T15:44:35.760096+00:00
Ho Chi Minh City,Vietnam,2026-04-06,37.2,25.6,0.0,0,2,2026-04-02T15:44:35.760096+00:00
Ho Chi Minh City,Vietnam,2026-04-07,37.9,26.0,0.0,0,2,2026-04-02T15:44:35.760096+00:00
Ho Chi Minh City,Vietnam,2026-04-08,36.5,25.8,0.0,3,3,2026-04-02T15:44:35.760096+00:00
Da Nang,Vietnam,2026-04-01,33.3,23.0,0.0,33,45,2026-04-02T15:44:35.760096+00:00
Da Nang,Vietnam,2026-04-02,31.2,22.5,0.0,0,45,2026-04-02T15:44:35.760096+00:00
Da Nang,Vietnam,2026-04-03,33.1,23.3,0.3,23,80,2026-04-02T15:44:35.760096+00:00
Da Nang,Vietnam,2026-04-04,36.4,24.2,1.2,16,80,2026-04-02T15:44:35.760096+00:00
Da Nang,Vietnam,2026-04-05,36.3,23.3,0.5,10,80,2026-04-02T15:44:35.760096+00:00
Da Nang,Vietnam,2026-04-06,38.6,24.4,0.3,6,3,2026-04-02T15:44:35.760096+00:00
Da Nang,Vietnam,2026-04-07,38.7,23.9,0.0,3,3,2026-04-02T15:44:35.760096+00:00
Da Nang,Vietnam,2026-04-08,35.9,25.7,1.5,8,3,2026-04-02T15:44:35.760096+00:00
